timestamp,attention_active,attention,stress_active,cognitive_stress
2025-07-26T20:28:50.304476,True,0.526281,True,0.171398
2025-07-26T20:28:50.797652,True,0.523797,True,0.174382
2025-07-26T20:28:51.314785,True,0.516002,True,0.177239
2025-07-26T20:28:51.812211,True,0.514989,True,0.179778
2025-07-26T20:28:52.307859,True,0.510774,True,0.180324
2025-07-26T20:28:52.777781,True,0.506976,True,0.179808
2025-07-26T20:28:53.297013,True,0.504711,True,0.179559
2025-07-26T20:28:53.790734,True,0.507411,True,0.179543
2025-07-26T20:28:54.307769,True,0.516491,True,0.180483
2025-07-26T20:28:54.825328,True,0.523981,True,0.181508
2025-07-26T20:28:55.276475,True,0.530706,True,0.182607
2025-07-26T20:28:55.793455,True,0.536743,True,0.183495
2025-07-26T20:28:56.309588,True,0.531583,True,0.184202
2025-07-26T20:28:56.804451,True,0.51761,True,0.184769
2025-07-26T20:28:57.323629,True,0.505006,True,0.185253
2025-07-26T20:28:57.797608,True,0.493656,True,0.185887
2025-07-26T20:28:58.290520,True,0.48673,True,0.187077
2025-07-26T20:28:58.808432,True,0.487006,True,0.189661
2025-07-26T20:28:59.303227,True,0.488284,True,0.192845
2025-07-26T20:28:59.821557,True,0.497126,True,0.195854
2025-07-26T20:29:00.295560,True,0.512703,True,0.199286
2025-07-26T20:29:00.790759,True,0.526997,True,0.20192
2025-07-26T20:29:01.308464,True,0.539816,True,0.204424
2025-07-26T20:29:01.802535,True,0.551298,True,0.206984
2025-07-26T20:29:02.318827,True,0.562018,True,0.210186
2025-07-26T20:29:02.789933,True,0.574092,True,0.213218
2025-07-26T20:29:03.286669,True,0.582078,True,0.216067
2025-07-26T20:29:03.803251,True,0.586375,True,0.218749
2025-07-26T20:29:04.322982,True,0.587188,True,0.219867
2025-07-26T20:29:04.816858,True,0.592236,True,0.220995
2025-07-26T20:29:05.288979,True,0.597802,True,0.222129
2025-07-26T20:29:05.783552,True,0.60276,True,0.223286
2025-07-26T20:29:06.302147,True,0.607866,True,0.226664
2025-07-26T20:29:06.819107,True,0.612408,True,0.238828
2025-07-26T20:29:07.314173,True,0.616445,True,0.25927
2025-07-26T20:29:07.786394,True,0.615939,True,0.278494
2025-07-26T20:29:08.279198,True,0.615459,True,0.29644
2025-07-26T20:29:08.797877,True,0.615002,True,0.308536
2025-07-26T20:29:09.318847,True,0.617695,True,0.313633
2025-07-26T20:29:09.812152,True,0.620081,True,0.315095
2025-07-26T20:29:10.283174,True,0.622191,True,0.314123
2025-07-26T20:29:10.799785,True,0.622934,True,0.311319
2025-07-26T20:29:11.297364,True,0.617688,True,0.307829
2025-07-26T20:29:11.816965,True,0.612927,True,0.304572
2025-07-26T20:29:12.310163,True,0.608609,True,0.298876
2025-07-26T20:29:12.783651,True,0.604943,True,0.290931
2025-07-26T20:29:13.301207,True,0.604244,True,0.282949
2025-07-26T20:29:13.818886,True,0.609807,True,0.276271
2025-07-26T20:29:14.314017,True,0.619368,True,0.271725
2025-07-26T20:29:14.831421,True,0.623271,True,0.267795
2025-07-26T20:29:15.278930,True,0.626286,True,0.269682
2025-07-26T20:29:15.797357,False,,False,
2025-07-26T20:29:16.313950,False,,False,
2025-07-26T20:29:16.808962,False,,False,
2025-07-26T20:29:17.329069,False,,False,
2025-07-26T20:29:17.776944,False,,False,
2025-07-26T20:29:18.294112,False,,False,
2025-07-26T20:29:18.835550,False,,False,
2025-07-26T20:29:19.304924,False,,False,
2025-07-26T20:29:19.825667,False,,False,
2025-07-26T20:29:20.296092,False,,False,
2025-07-26T20:29:20.791415,False,,False,
2025-07-26T20:29:21.310112,False,,False,
2025-07-26T20:29:21.802866,False,,False,
2025-07-26T20:29:22.320876,False,,False,
2025-07-26T20:29:22.794998,False,,False,
2025-07-26T20:29:23.288018,False,,False,
2025-07-26T20:29:23.807089,False,,False,
2025-07-26T20:29:24.300071,False,,False,
2025-07-26T20:29:24.819866,False,,False,
2025-07-26T20:29:25.292739,False,,False,
2025-07-26T20:29:25.784260,False,,False,
2025-07-26T20:29:26.301560,False,,False,
2025-07-26T20:29:26.822812,False,,False,
2025-07-26T20:29:27.316900,False,,False,
2025-07-26T20:29:27.789774,False,,False,
2025-07-26T20:29:28.306099,False,,False,
2025-07-26T20:29:28.802500,False,,False,
2025-07-26T20:29:29.320096,False,,False,
2025-07-26T20:29:29.814866,False,,False,
2025-07-26T20:29:30.286399,False,,False,
2025-07-26T20:29:30.804780,False,,False,
2025-07-26T20:29:31.297612,False,,False,
2025-07-26T20:29:31.819121,False,,False,
2025-07-26T20:29:32.312411,False,,False,
2025-07-26T20:29:32.784286,False,,False,
2025-07-26T20:29:33.302810,False,,False,
2025-07-26T20:29:33.796143,False,,False,
2025-07-26T20:29:34.314952,False,,False,
2025-07-26T20:29:34.807149,False,,False,
2025-07-26T20:29:35.280285,False,,False,
2025-07-26T20:29:35.800219,False,,False,
2025-07-26T20:29:36.292478,False,,False,
2025-07-26T20:29:36.813006,False,,False,
2025-07-26T20:29:37.330367,False,,False,
2025-07-26T20:29:37.779492,False,,False,
2025-07-26T20:29:38.297877,False,,False,
2025-07-26T20:29:38.815039,False,,False,
2025-07-26T20:29:39.309447,False,,False,
2025-07-26T20:29:39.827422,False,,False,
2025-07-26T20:29:40.297558,False,,False,
2025-07-26T20:29:40.796796,False,,False,
2025-07-26T20:29:41.316755,False,,False,
2025-07-26T20:29:41.806877,False,,False,
2025-07-26T20:29:42.323984,False,,False,
2025-07-26T20:29:42.800540,False,,False,
2025-07-26T20:29:43.292748,False,,False,
2025-07-26T20:29:43.809139,False,,False,
2025-07-26T20:29:44.302937,False,,False,
2025-07-26T20:29:44.821911,False,,False,
2025-07-26T20:29:45.294383,False,,False,
2025-07-26T20:29:45.790614,False,,False,
2025-07-26T20:29:46.308520,False,,False,
2025-07-26T20:29:46.803671,False,,False,
2025-07-26T20:29:47.319770,False,,False,
2025-07-26T20:29:47.789721,False,,False,
2025-07-26T20:29:48.287422,False,,False,
2025-07-26T20:29:48.803989,False,,False,
2025-07-26T20:29:49.324301,False,,False,
2025-07-26T20:29:49.818224,False,,False,
2025-07-26T20:29:50.290142,False,,False,
2025-07-26T20:29:50.804536,False,,False,
2025-07-26T20:29:51.301400,False,,False,
2025-07-26T20:29:51.819022,False,,False,
2025-07-26T20:29:52.313714,False,,False,
2025-07-26T20:29:52.786370,False,,False,
2025-07-26T20:29:53.304277,False,,False,
2025-07-26T20:29:53.799737,False,,False,
2025-07-26T20:29:54.315804,False,,False,
2025-07-26T20:29:54.812832,False,,False,
2025-07-26T20:29:55.286153,False,,False,
2025-07-26T20:29:55.802673,False,,False,
2025-07-26T20:29:56.297419,False,,False,
2025-07-26T20:29:56.814558,False,,False,
2025-07-26T20:29:57.332904,False,,False,
2025-07-26T20:29:57.782238,False,,False,
2025-07-26T20:29:58.300473,False,,False,
2025-07-26T20:29:58.817508,False,,False,
2025-07-26T20:29:59.313722,False,,False,
2025-07-26T20:29:59.831594,False,,False,
2025-07-26T20:30:00.280417,False,,False,
2025-07-26T20:30:00.797821,False,,False,
2025-07-26T20:30:01.316348,False,,False,
2025-07-26T20:30:01.811447,False,,False,
2025-07-26T20:30:02.328201,False,,False,
2025-07-26T20:30:02.800682,False,,False,
2025-07-26T20:30:03.295181,False,,False,
2025-07-26T20:30:03.813831,False,,False,
2025-07-26T20:30:04.306762,False,,False,
2025-07-26T20:30:04.826097,False,,False,
2025-07-26T20:30:05.297633,False,,False,
2025-07-26T20:30:05.793266,False,,False,
2025-07-26T20:30:06.310909,False,,False,
2025-07-26T20:30:06.805552,False,,False,
2025-07-26T20:30:07.322735,False,,False,
2025-07-26T20:30:07.795198,False,,False,
2025-07-26T20:30:08.288627,False,,False,
2025-07-26T20:30:08.810364,False,,False,
2025-07-26T20:30:09.329104,False,,False,
2025-07-26T20:30:09.821192,False,,False,
2025-07-26T20:30:10.290067,False,,False,
2025-07-26T20:30:10.807905,False,,False,
2025-07-26T20:30:11.306540,False,,False,
2025-07-26T20:30:11.824934,False,,False,
2025-07-26T20:30:12.318161,False,,False,
2025-07-26T20:30:12.790000,False,,False,
2025-07-26T20:30:13.311447,False,,False,
2025-07-26T20:30:13.803195,False,,False,
2025-07-26T20:30:14.318740,False,,False,
2025-07-26T20:30:14.813623,False,,False,
2025-07-26T20:30:15.287740,False,,False,
2025-07-26T20:30:15.807690,False,,False,
2025-07-26T20:30:16.299080,False,,False,
2025-07-26T20:30:16.818186,False,,False,
2025-07-26T20:30:17.314654,False,,False,
2025-07-26T20:30:17.785944,False,,False,
2025-07-26T20:30:18.302877,False,,False,
2025-07-26T20:30:18.798777,False,,False,
2025-07-26T20:30:19.316432,False,,False,
2025-07-26T20:30:19.834585,False,,False,
2025-07-26T20:30:20.284344,False,,False,
2025-07-26T20:30:20.800458,False,,False,
2025-07-26T20:30:21.316372,False,,False,
2025-07-26T20:30:21.811866,False,,False,
2025-07-26T20:30:22.331004,False,,False,
2025-07-26T20:30:22.781169,False,,False,
2025-07-26T20:30:23.298868,False,,False,
2025-07-26T20:30:23.816274,False,,False,
2025-07-26T20:30:24.317488,False,,False,
2025-07-26T20:30:24.828831,False,,False,
2025-07-26T20:30:25.301752,False,,False,
2025-07-26T20:30:25.796761,False,,False,
2025-07-26T20:30:26.314359,False,,False,
2025-07-26T20:30:26.812937,False,,False,
2025-07-26T20:30:27.326772,False,,False,
2025-07-26T20:30:27.799236,False,,False,
2025-07-26T20:30:28.294173,False,,False,
2025-07-26T20:30:28.810537,False,,False,
2025-07-26T20:30:29.307183,False,,False,
2025-07-26T20:30:29.825204,False,,False,
2025-07-26T20:30:30.296584,False,,False,
2025-07-26T20:30:30.793700,False,,False,
2025-07-26T20:30:31.308756,False,,False,
2025-07-26T20:30:31.827918,False,,False,
2025-07-26T20:30:32.320490,False,,False,
2025-07-26T20:30:32.793416,False,,False,
2025-07-26T20:30:33.311836,False,,False,
2025-07-26T20:30:33.806530,False,,False,
2025-07-26T20:30:34.324348,False,,False,
2025-07-26T20:30:34.818030,False,,False,
2025-07-26T20:30:35.289283,False,,False,
2025-07-26T20:30:35.806981,False,,False,
2025-07-26T20:30:36.303839,False,,False,
2025-07-26T20:30:36.821094,False,,False,
2025-07-26T20:30:37.314985,False,,False,
2025-07-26T20:30:37.788557,False,,False,
2025-07-26T20:30:38.307048,False,,False,
2025-07-26T20:30:38.797712,False,,False,
2025-07-26T20:30:39.316513,False,,False,
2025-07-26T20:30:39.815279,False,,False,
2025-07-26T20:30:40.286107,False,,False,
2025-07-26T20:30:40.804081,False,,False,
2025-07-26T20:30:41.298596,False,,False,
2025-07-26T20:30:41.816492,False,,False,
2025-07-26T20:30:42.334174,False,,False,
2025-07-26T20:30:42.783911,False,,False,
2025-07-26T20:30:43.302492,False,,False,
2025-07-26T20:30:43.816698,False,,False,
2025-07-26T20:30:44.314435,False,,False,
2025-07-26T20:30:44.832738,False,,False,
2025-07-26T20:30:45.303919,False,,False,
2025-07-26T20:30:45.798291,False,,False,
2025-07-26T20:30:46.318920,False,,False,
2025-07-26T20:30:46.812101,False,,False,
2025-07-26T20:30:47.325910,False,,False,
2025-07-26T20:30:47.800219,False,,False,
2025-07-26T20:30:48.296865,False,,False,
2025-07-26T20:30:48.814505,False,,False,
2025-07-26T20:30:49.309270,False,,False,
2025-07-26T20:30:49.827232,False,,False,
2025-07-26T20:30:50.299293,False,,False,
2025-07-26T20:30:50.793961,False,,False,
2025-07-26T20:30:51.312164,False,,False,
2025-07-26T20:30:51.828990,False,,False,
