timestamp,counter,interpolated,T7,T8,raw_cq,marker_hardware,markers
2025-07-26T20:28:23.954505,85,0,3980.571,3935.333,0.0,0,[]
2025-07-26T20:28:23.955231,86,0,3974.381,3949.619,0.0,0,[]
2025-07-26T20:28:23.955605,87,0,3986.286,3958.667,0.0,0,[]
2025-07-26T20:28:23.955887,88,0,4000.095,3954.381,0.0,0,[]
2025-07-26T20:28:23.957818,89,0,3984.381,3935.81,0.0,0,[]
2025-07-26T20:28:23.997636,90,0,3961.524,3919.143,0.0,0,[]
2025-07-26T20:28:23.998009,91,0,3966.286,3919.143,0.0,0,[]
2025-07-26T20:28:24.000241,92,0,3984.857,3937.238,0.0,0,[]
2025-07-26T20:28:24.000331,93,0,3990.571,3959.143,0.0,0,[]
2025-07-26T20:28:24.000513,94,0,3985.81,3959.619,0.0,0,[]
2025-07-26T20:28:24.042511,95,0,3978.19,3933.905,0.0,0,[]
2025-07-26T20:28:24.043286,96,0,3974.857,3913.429,0.0,0,[]
2025-07-26T20:28:24.043852,97,0,3980.571,3923.429,0.0,0,[]
2025-07-26T20:28:24.044402,98,0,3982.952,3945.81,0.0,0,[]
2025-07-26T20:28:24.044796,99,0,3978.19,3954.857,0.0,0,[]
2025-07-26T20:28:24.087756,100,0,3983.429,3947.238,0.0,0,[]
2025-07-26T20:28:24.088678,101,0,3991.524,3933.905,0.0,0,[]
2025-07-26T20:28:24.089166,102,0,3982.476,3926.762,0.0,0,[]
2025-07-26T20:28:24.089721,103,0,3967.714,3930.571,0.0,0,[]
2025-07-26T20:28:24.090152,104,0,3972.0,3940.095,0.0,0,[]
2025-07-26T20:28:24.109299,105,0,3990.095,3953.905,0.0,0,[]
2025-07-26T20:28:24.110243,106,0,3996.286,3959.619,0.0,0,[]
2025-07-26T20:28:24.110650,107,0,3981.048,3941.048,0.0,0,[]
2025-07-26T20:28:24.110858,108,0,3963.429,3916.762,0.0,0,[]
2025-07-26T20:28:24.111128,109,0,3968.19,3916.762,0.0,0,[]
2025-07-26T20:28:24.155122,110,0,3987.714,3939.619,0.0,0,[]
2025-07-26T20:28:24.155909,111,0,3998.19,3962.952,0.0,0,[]
2025-07-26T20:28:24.156483,112,0,3990.095,3963.905,0.0,0,[]
2025-07-26T20:28:24.156971,113,0,3973.905,3933.905,0.0,0,[]
2025-07-26T20:28:24.157371,114,0,3967.238,3904.381,0.0,0,[]
2025-07-26T20:28:24.201388,115,0,3970.095,3908.19,0.0,0,[]
2025-07-26T20:28:24.201836,116,0,3967.714,3925.333,0.0,0,[]
2025-07-26T20:28:24.202034,117,0,3962.476,3929.619,0.0,0,[]
2025-07-26T20:28:24.202196,118,0,3972.0,3929.619,0.0,0,[]
2025-07-26T20:28:24.202352,119,0,3981.048,3927.714,0.0,0,[]
2025-07-26T20:28:24.244505,120,0,3967.238,3915.81,0.0,0,[]
2025-07-26T20:28:24.245291,121,0,3955.333,3911.524,0.0,0,[]
2025-07-26T20:28:24.245667,122,0,3970.571,3927.714,0.0,0,[]
